PointID,HorizontID,Upper limit,Lower limit,Horizon symbol,Rock fragment fraction,Soil colour,Stones,Stone density,Carbonate class,Organic matter content class,Rooting intensity,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,Soil texture class_x,BD_FS,BD_bulk,FSS,Water content,pH_H2O,EC_H2O,pH_CaCl2,TC,TOC,TIC,TN,County
2745,2.0,37.0,66.0,I; aGro,2.477735849,10YR 6/8,2,2.65,C0,h1,Wf2,3.4,15.9,13.4,28.0,18.3,7.3,32.7,53.6,13.7,Uls,1.72,1.72,3354.8,18.05,7.46,41.8,6.99,1.77,1.77,0.0,0.22999999999999998,SN        
2745,3.0,66.0,85.0,II; aGor,24.19195895,2.5Y 6/2,20,2.65,C0,h1,Wf1,13.9,24.7,15.7,20.6,12.3,5.0,54.2,37.9,7.9,Su3,1.73,1.48,1915.3,17.08,7.22,37.8,6.75,1.44,1.44,0.0,0.17,SN        
2745,4.0,85.0,155.0,II; aGr,34.04405875,2.5Y 6/2,50,2.65,C0,h0,Wf0,30.7,29.0,16.9,9.8,5.2,2.6,76.6,17.6,5.8,Sl2,1.52,1.48,1389.7,12.15,7.05,41.9,6.71,1.41,1.41,0.0,0.15,SN        
2746,5.0,97.0,125.0,II; Sg-ilCv1,0.009056604,2.5Y 5/3,---,2.65,C0,h0,Wf0,0.4,0.7,2.6,54.6,23.1,4.3,3.7,82.0,14.3,Ut3,1.41,1.41,1409.6,22.94,6.99,86.5,6.36,13.38,13.38,0.0,1.2,SN        
2746,1.0,0.0,24.0,I; Ap,0.064150943,10YR 3/4,0,2.65,C0,h3,Wf4,0.5,0.8,2.4,56.3,21.6,3.8,3.7,81.7,14.6,Ut3,1.44,1.44,2014.7,21.11,7.08,72.8,6.54,9.9,9.9,0.0,0.9099999999999999,SN        
2746,2.0,24.0,39.0,I; Sg-rAp,0.062641509,10YR 3/6,0,2.65,C0,h2,Wf3,0.4,0.9,2.7,56.1,22.0,3.8,4.0,81.9,14.1,Ut3,1.42,1.42,851.5,15.56,7.31,54.0,6.71,5.2,4.75,0.44999999999999996,0.5,SN        
2746,3.0,39.0,60.0,I; Sg-M1,0.034716981,10YR 4/6,0,2.65,C0,h1,Wf1,0.5,0.9,3.3,54.6,22.6,3.9,4.6,81.1,14.3,Ut3,1.53,1.53,1376.5,12.52,7.4,49.9,6.78,2.0,2.0,0.0,0.22999999999999998,SN        
2746,4.0,60.0,97.0,I; Sg-M2,0.0,10YR 4/4,0,2.65,C0,h1,Wf1,0.1,0.3,2.3,58.4,22.3,3.8,2.7,84.5,12.8,Ut3,1.52,1.52,1672.0,12.98,7.5,35.4,6.76,6.790000000000001,6.790000000000001,0.0,0.66,SN        
2746,1.0,0.0,24.0,I; Ap,0.0,10YR 3/4,0,2.65,C0,h3,Wf4,0.1,0.2,1.8,55.6,25.3,4.6,2.0,85.5,12.5,Ut3,1.4,1.4,1400.0,15.96,7.52,32.6,6.76,2.0100000000000002,2.0100000000000002,0.0,0.22999999999999998,SN        
2746,2.0,24.0,39.0,I; Sg-rAp,0.0,10YR 3/6,0,2.65,C0,h2,Wf3,0.2,0.5,1.6,49.3,27.7,7.0,2.2,84.0,13.8,Ut3,1.46,1.46,1460.0,17.88,7.52,29.8,6.76,2.56,2.56,0.0,0.3,SN        
2746,3.0,39.0,60.0,I; Sg-M1,0.0,10YR 4/6,0,2.65,C0,h1,Wf1,0.4,1.0,1.5,47.5,28.5,6.3,2.9,82.3,14.8,Ut3,1.4,1.4,4200.0,19.39,7.4,34.6,6.72,2.5300000000000002,2.5300000000000002,0.0,0.3,SN        
2747,4.0,33.0,55.0,Unknown,0.009056604,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.3,0.4,7.0,50.3,21.2,3.8,7.7,75.2,17.1,Ut4,0.58,0.58,579.4,33.43,7.23,109.4,6.77,20.16,20.16,0.0,1.94,SN        
2747,1.0,0.0,20.0,I; Ap,0.04754717,10YR 4/3,0,2.65,C0,h3,Wf5,0.4,0.6,1.8,52.6,22.0,5.3,2.8,79.8,17.4,Ut4,1.88,1.88,1877.2,30.71,7.27,105.8,6.81,17.88,17.88,0.0,1.8199999999999998,SN        
2747,2.0,20.0,96.0,I; Swd-M,0.049811321,10YR 4/3,0,2.65,C0,h2,Wf2,0.3,0.4,1.9,53.5,21.8,5.1,2.6,80.5,16.9,Ut3,1.45,1.45,1449.3,24.78,7.25,71.6,6.83,10.629999999999999,10.629999999999999,0.0,1.1400000000000001,SN        
2747,3.0,96.0,200.0,II; Swd1,0.116981132,10YR 6/4,0,2.65,C0,h0,Wf0,0.3,0.5,1.9,53.7,21.3,4.8,2.6,79.8,17.6,Ut4,1.45,1.45,2896.6,24.53,7.32,116.8,6.88,9.64,9.64,0.0,1.03,SN        
2747,4.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.1,0.4,1.9,55.9,21.5,3.7,2.4,81.1,16.5,Ut3,1.43,1.43,2860.0,23.53,7.45,145.1,7.08,7.66,7.29,0.37,0.79,SN        
2747,1.0,0.0,20.0,I; Ap,0.0,10YR 4/3,0,2.65,C0,h3,Wf5,0.2,0.3,2.1,54.4,21.5,4.3,2.5,80.2,17.3,Ut4,1.57,1.57,4710.0,20.25,7.71,173.3,7.23,6.29,5.57,0.72,0.61,SN        
2749,2.0,29.0,60.0,I; Sg-Bv,0.0,10YR 5/6,0,2.65,C0,h1,Wf2,0.2,0.2,0.9,50.0,20.9,3.5,1.3,74.3,24.4,Ut4,1.21,1.21,1204.4,23.95,7.27,117.1,6.77,13.34,13.34,0.0,1.3,SN        
2749,3.0,60.0,103.0,II; Sg-elCc,0.019622642,10YR 6/4,0,2.65,C3.3,h0,Wf1,0.1,0.2,1.1,47.8,21.7,4.4,1.4,73.8,24.8,Ut4,1.45,1.45,2899.4,22.04,7.17,67.7,6.72,8.48,8.48,0.0,0.8699999999999999,SN        
2749,4.0,103.0,160.0,III; elCv,0.0,10YR 5/6,---,2.65,C3.2,h0,Wf0,0.0,0.0,1.6,41.2,25.5,6.0,1.6,72.6,25.8,Tu4,1.47,1.47,2940.0,23.05,7.25,57.6,6.78,1.94,1.94,0.0,0.3,SN        
2749,5.0,160.0,201.0,IV; ilCv,0.0,7.5YR 5/6,---,2.65,C2,h0,Wf0,0.0,0.2,1.5,39.5,28.4,6.8,1.7,74.7,23.6,Ut4,1.44,1.44,1440.0,22.83,7.91,122.2,7.23,3.08,1.94,1.1400000000000001,0.29000000000000004,SN        
2749,1.0,0.0,29.0,I; Sg-Ap,0.071698113,10YR 5/4,0,2.65,C0,h2,Wf3,0.2,0.2,1.5,39.6,30.6,5.4,1.9,75.5,22.6,Ut4,1.48,1.48,1478.9,24.69,7.97,121.9,7.37,17.14,2.21,14.930000000000001,0.22999999999999998,SN        
2749,2.0,29.0,60.0,I; Sg-Bv,0.284528302,10YR 5/6,0,2.65,C0,h1,Wf2,0.2,0.2,1.4,42.7,28.3,5.9,1.8,76.9,21.3,Ut4,1.57,1.57,4696.6,21.79,7.98,120.2,7.43,15.51,1.7599999999999998,13.75,0.2,SN        
2751,3.0,34.0,50.0,I; jlCv1,5.811320755,10YR 5/6,3,2.65,C0,h1,Wf2,21.8,44.6,26.6,1.4,1.3,1.0,93.0,3.6,3.4,mSgs,1.2,1.28,1111.1,10.24,6.71,55.4,5.81,16.52,16.52,0.0,1.27,SN        
2751,4.0,50.0,70.0,I; jlCv2,7.005283019,10YR 5/4,3,2.65,C0,h2,Wf2,27.1,40.8,25.2,1.8,1.0,0.9,93.1,3.7,3.2,mSgs,1.24,1.34,2299.5,4.16,6.86,47.3,6.03,13.32,13.32,0.0,0.98,SN        
2751,1.0,0.0,10.0,I; jAh,9.098867925,10YR 4/2,4,2.65,C0,h4,Wf5,21.9,44.7,28.4,1.1,0.7,0.8,94.9,2.7,2.4,mSgs,1.54,1.65,2799.8,2.73,6.56,33.0,5.96,2.9,2.9,0.0,0.18,SN        
2751,2.0,10.0,34.0,I; jrAp,5.311698113,10YR 4/2,4,2.65,C0,h3,Wf4,16.7,45.0,30.4,2.1,1.3,1.1,92.1,4.5,3.4,mSfs,1.28,1.35,2424.0,4.53,6.02,38.0,5.45,4.87,4.87,0.0,0.26,SN        
2751,3.0,34.0,50.0,I; jlCv1,9.268679245,10YR 5/6,3,2.65,C0,h1,Wf2,17.2,49.1,30.6,1.1,0.2,0.1,96.9,1.4,1.7,mSfs,1.47,1.58,4001.3,3.01,5.83,25.2,5.17,0.81,0.81,0.0,0.04,SN        
2753,4.0,33.0,55.0,Unknown,25.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,17.5,30.9,18.9,8.5,7.2,5.3,67.3,21.0,11.7,Sl3,0.72,1.48,540.0,14.93,5.56,91.8,4.98,27.38,27.38,0.0,2.3200000000000003,SN        
2753,5.0,33.0,55.0,Unknown,50.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,30.5,30.0,15.3,6.3,5.9,3.8,75.7,16.0,8.3,Sl3,1.19,1.48,1190.0,13.48,6.09,36.6,5.33,10.95,10.95,0.0,0.95,SN        
2753,1.0,0.0,26.0,I; Ap,80.0,10YR 3/3,25,2.65,C0,h3,Wf4,30.0,37.7,20.2,4.6,3.4,1.4,88.0,9.3,2.7,mSgs,1.41,1.48,564.0,8.06,6.37,33.8,5.65,1.85,1.85,0.0,0.18,SN        
2753,2.0,26.0,33.0,I; Bv-ilCv,80.0,10YR 4/6,65,2.65,C0,h0,Wf2,27.6,37.5,21.9,3.9,3.6,1.7,87.0,9.2,3.8,mSgs,1.53,1.48,612.0,6.91,6.59,22.8,5.87,1.07,1.07,0.0,0.10999999999999999,SN        
2753,3.0,33.0,100.0,I; ilCv,80.0,2.5Y 4/4,80,2.65,C0,h0,Wf2,39.8,28.0,18.8,3.6,3.3,2.1,86.5,9.0,4.5,mSgs,1.4,1.48,840.0,6.04,6.68,25.8,6.02,1.21,1.21,0.0,0.13,SN        
2755,4.0,140.0,170.0,II; ilCv,0.34490566,10YR 5/6,---,2.65,C0,h0,Wf0,1.7,9.2,7.2,32.5,26.2,6.6,18.1,65.3,16.6,Ut3,1.26,1.27,1254.8,19.43,6.9,74.2,6.42,15.209999999999999,14.770000000000001,0.43999999999999995,1.35,SN        
2755,5.0,170.0,176.0,III; lCv,0.931320755,10YR 8/3,---,2.65,C0,h0,Wf0,2.0,9.2,7.0,33.0,25.7,6.3,18.2,65.0,16.8,Ut3,1.25,1.27,2476.7,20.13,6.89,88.4,6.5,14.86,14.450000000000001,0.41000000000000003,1.3800000000000001,SN        
2755,6.0,33.0,55.0,Unknown,0.158490566,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.6,7.8,6.2,37.6,25.1,5.4,14.7,68.1,17.2,Ut4,1.45,1.45,2895.4,15.98,6.48,34.3,5.8,2.9899999999999998,2.9899999999999998,0.0,0.33,SN        
2755,1.0,0.0,30.0,I; Ap,3.265660377,10YR 4/4,3,2.65,C0,h2,Wf5,0.7,9.4,6.6,39.8,22.6,5.4,16.6,67.8,15.6,Ut3,1.41,1.45,2727.9,8.15,5.99,23.3,5.17,1.6700000000000002,1.6700000000000002,0.0,0.21000000000000002,SN        
2755,2.0,30.0,66.0,I; Btv-Sg,12.63437454,10YR 6/6,2,2.65,C0,h1,Wf3,7.7,38.2,21.1,15.2,6.7,1.5,67.0,23.4,9.6,Sl3,1.45,1.48,3800.4,4.26,5.43,24.5,4.42,0.67,0.67,0.0,0.09,SN        
2760,3.0,47.0,72.0,I; Sd,1.749433962,10YR 6/3,4,2.65,C0,h0,Wf1,10.9,10.3,7.4,31.5,21.2,6.3,28.6,58.9,12.5,Uls,1.33,1.36,1306.7,27.03,6.7,71.1,6.32,15.61,15.61,0.0,1.43,SN        
2760,4.0,72.0,100.0,II; Sd-ilCv,1.435471698,10YR 5/6,27,2.65,C0,h0,Wf0,10.8,8.7,7.2,32.3,21.5,7.1,26.6,60.9,12.5,Uls,1.33,1.35,2621.8,24.31,6.82,58.9,6.41,12.0,12.0,0.0,1.1600000000000001,SN        
2760,1.0,0.0,29.0,I; Ap,0.253584906,10YR 4/3,3,2.65,C0,h3,Wf2,6.8,9.5,7.0,30.9,23.9,8.1,23.3,62.9,13.8,Uls,1.39,1.4,2773.0,20.67,6.97,33.9,6.47,6.949999999999999,6.949999999999999,0.0,0.67,SN        
2760,2.0,29.0,47.0,I; Bv-Sw,1.369056604,10YR 4/6,3,2.65,C0,h1,Wf2,10.6,10.8,8.6,38.8,21.4,3.7,30.0,63.9,6.1,Us,1.53,1.54,3018.1,19.8,6.89,22.9,6.49,1.9100000000000001,1.9100000000000001,0.0,0.17,SN        
2760,3.0,47.0,72.0,I; Sd,5.873436621,10YR 6/3,4,2.65,C0,h0,Wf1,15.1,17.6,11.3,32.0,14.1,3.0,44.0,49.1,6.9,Su4,1.54,1.48,4348.6,18.08,6.92,23.3,6.5,1.7100000000000002,1.7100000000000002,0.0,0.14,SN        
2761,1.0,0.0,30.0,I; Ap,0.061886792,10YR 4/3,0,2.65,C0,h3,Wf3,1.1,1.7,2.7,50.9,22.4,5.4,5.5,78.7,15.8,Ut3,1.27,1.27,1265.9,22.31,6.84,232.0,6.64,12.450000000000001,11.97,0.48,1.25,SN        
2761,2.0,30.0,46.0,I; Al-Bv,0.10490566,10YR 6/6,0,2.65,C0,h1,Wf2,1.1,1.8,2.9,50.3,22.8,5.1,5.8,78.2,16.0,Ut3,1.48,1.48,2950.9,21.68,6.8,174.2,6.7,10.860000000000001,10.389999999999999,0.47,1.1,SN        
2761,3.0,46.0,69.0,I; Btv,0.027924528,10YR 6/6,0,2.65,C0,h1,Wf1,0.5,1.0,3.1,54.7,20.8,4.0,4.6,79.5,15.9,Ut3,1.59,1.59,3179.1,20.19,6.84,56.6,6.57,1.6500000000000001,1.6500000000000001,0.0,0.2,SN        
2761,4.0,69.0,201.0,I; ilCv,0.0,10YR 6/6,0,2.65,C0,h0,Wf0,0.4,1.5,2.8,50.8,23.0,5.0,4.6,78.7,16.7,Ut3,1.59,1.59,3180.0,20.54,6.86,39.7,6.53,0.8300000000000001,0.8300000000000001,0.0,0.13,SN        
2761,1.0,0.0,30.0,I; Ap,0.0,10YR 4/3,0,2.65,C0,h3,Wf3,0.6,1.3,3.0,52.9,22.2,4.6,4.8,79.7,15.5,Ut3,1.61,1.61,4830.0,20.52,6.77,32.3,6.36,0.61,0.61,0.0,0.10999999999999999,SN        
2762,2.0,32.0,68.0,I; rGo,2.067924528,7.5YR 4/6,3,2.65,C0,h0,Wf1,5.2,9.8,6.5,29.9,24.9,8.5,21.5,63.3,15.2,Uls,1.27,1.29,1243.7,27.16,6.56,74.8,6.3,14.770000000000001,14.770000000000001,0.0,1.3900000000000001,SN        
2762,3.0,68.0,100.0,I; rGr,1.741132075,2.5Y 6/1,6,2.65,C0,h0,Wf0,5.8,8.9,6.1,31.2,24.6,8.3,20.9,64.1,15.0,Uls,1.39,1.4,2730.7,26.46,6.58,68.6,6.26,14.66,14.66,0.0,1.3900000000000001,SN        
2762,4.0,33.0,55.0,Unknown,3.461886792,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,9.4,13.7,12.9,24.8,16.4,5.5,36.0,46.6,17.4,Ls2,1.58,1.61,3050.6,18.06,6.22,53.0,5.64,2.2,2.2,0.0,0.21999999999999997,SN        
2762,5.0,33.0,55.0,Unknown,3.221886792,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,5.8,11.7,11.0,31.0,19.0,5.9,28.5,55.9,15.6,Uls,1.55,1.58,3000.1,20.1,6.01,54.8,5.38,1.58,1.58,0.0,0.18,SN        
2762,6.0,33.0,55.0,Unknown,3.125283019,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,3.0,5.6,4.7,33.4,26.6,7.7,13.3,67.6,19.1,Ut4,1.5,1.53,4359.4,20.64,4.79,81.8,3.97,2.12,2.12,0.0,0.21999999999999997,SN        
2764,1.0,0.0,33.0,I; Ap,0.181132075,10YR 3/4,2,2.65,C0,h3,"Wf3, Wg1",0.9,4.0,5.4,54.5,19.5,3.5,10.3,77.5,12.2,Ut3,1.32,1.32,1315.5,20.83,7.29,76.5,6.68,12.42,11.690000000000001,0.73,1.1300000000000001,NW        
2764,2.0,33.0,46.0,I; Al,0.253584906,10YR 4/6,0,2.65,C0,h1,"Wf2, Wg0",1.0,3.9,5.3,55.4,19.2,3.4,10.2,78.0,11.8,Ut2,1.39,1.4,2769.7,20.75,7.63,132.6,7.04,14.32,13.01,1.31,1.1300000000000001,NW        
2764,3.0,46.0,73.0,I; Al+Swd-Bt,0.476981132,10YR 6/4,0,2.65,C0,h0,"Wf1, Wg0",0.4,2.0,4.5,56.2,19.5,3.8,6.9,79.5,13.6,Ut3,1.56,1.57,3105.1,19.07,7.74,65.0,7.04,3.31,3.31,0.0,0.49,NW        
2764,4.0,73.0,118.0,I; Sd-Bt,0.041509434,10YR 4/6,0,2.65,C0,h0,Unknown,0.5,2.3,4.2,52.9,18.8,2.7,7.0,74.4,18.6,Ut4,1.56,1.56,3118.7,20.61,7.64,62.4,6.99,1.73,1.73,0.0,0.34,NW        
2764,5.0,118.0,180.0,II; rGo-Bv,0.021132075,7.5YR 5/8,3,2.65,C0,h0,Unknown,0.3,2.1,4.4,50.7,16.2,2.2,6.9,69.1,24.0,Ut4,1.54,1.54,4619.0,22.01,7.57,46.9,6.93,1.6800000000000002,1.6800000000000002,0.0,0.32,NW        
2765,1.0,0.0,12.0,I; Ap1,1.664150943,10YR 3/3,2,2.65,C0,h4,Wf4,1.1,4.8,8.6,51.8,17.2,4.0,14.4,72.9,12.7,Ut3,1.32,1.35,1294.8,23.68,7.08,85.8,6.49,17.06,15.549999999999999,1.51,1.3,NW        
2765,2.0,12.0,35.0,I; Ap2,0.615849057,10YR 3/3,2,2.65,C0,h4,Wf3,1.0,4.6,8.3,52.4,17.0,3.8,13.9,73.2,12.9,Ut3,1.28,1.29,2534.4,22.12,7.09,67.4,6.55,16.68,15.16,1.52,1.27,NW        
2765,3.0,35.0,72.0,I; M1,0.095849057,10YR 4/6,1,2.65,C0,h2,Wf2,0.9,3.3,6.9,50.8,18.5,3.9,11.1,73.2,15.7,Ut3,1.53,1.53,3057.1,20.09,7.38,49.0,6.86,6.02,5.550000000000001,0.47,0.71,NW        
2765,4.0,72.0,120.0,I; M2,0.014339623,10YR 6/4,1,2.65,C0,h1,Wf1,0.4,2.1,5.1,52.9,20.6,4.0,7.5,77.6,14.9,Ut3,1.44,1.44,2879.6,20.51,7.46,32.5,6.85,2.7700000000000005,2.7700000000000005,0.0,0.47,NW        
2765,5.0,120.0,185.0,II; ilCv,0.015849057,10YR 4/6,1,2.65,C0,h0,Unknown,0.3,2.4,5.4,51.2,18.5,3.3,8.2,73.0,18.8,Ut4,1.49,1.49,4469.3,19.82,7.25,80.2,6.98,2.0,2.0,0.0,0.4,NW        
2766,6.0,132.0,195.0,II; Bv-ilCv,0.117735849,10YR 6/4,0,2.65,C0,h0,Unknown,0.4,1.5,2.9,57.8,19.9,3.4,4.8,81.1,14.1,Ut3,1.24,1.24,1238.5,15.46,7.06,118.8,6.55,11.35,10.42,0.9299999999999999,1.08,NW        
2766,1.0,0.0,33.0,I; Ap1,0.183396226,10YR 4/3,2,2.65,C0,h3,"Wf2, Wg2",1.2,1.7,3.1,58.5,19.0,2.5,6.0,80.0,14.0,Ut3,1.31,1.32,2615.2,19.24,7.29,146.8,6.7,14.830000000000002,13.32,1.51,1.25,NW        
2766,2.0,33.0,40.0,I; Ap2,0.070188679,10YR 4/3,1,2.65,C0,h3,"Wf2, Wg2",0.6,1.3,2.8,58.5,19.6,2.7,4.6,80.8,14.6,Ut3,1.58,1.59,1578.9,18.4,7.24,102.7,6.65,9.54,8.77,0.77,0.8999999999999999,NW        
2766,3.0,40.0,50.0,I; M,0.018867925,10YR 4/4,2,2.65,C0,h2,"Wf1, Wg2",0.2,0.6,1.9,55.5,19.8,3.8,2.7,79.1,18.2,Ut4,1.52,1.52,1519.7,19.19,7.18,85.3,6.6,3.29,3.29,0.0,0.51,NW        
2766,4.0,50.0,73.0,II; Al,0.0,10YR 5/4,0,2.65,C0,h2,"Wf1, Wg0",0.1,0.4,2.0,55.4,20.1,4.0,2.5,79.5,18.0,Ut4,1.49,1.49,2980.0,19.74,7.11,119.3,6.63,2.5,2.5,0.0,0.45999999999999996,NW        
2766,5.0,73.0,132.0,II; Bt,0.0,10YR 6/4,0,2.65,C0,h0,"Wf1, Wg0",0.0,0.2,1.8,54.6,18.1,3.1,2.0,75.8,22.2,Ut4,1.48,1.48,4440.0,21.29,7.17,73.9,6.71,2.3200000000000003,2.3200000000000003,0.0,0.38,NW        
2767,6.0,33.0,55.0,Unknown,1.582641509,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,2.4,8.9,6.8,51.8,15.8,2.0,18.1,69.6,12.3,Ut3,1.33,1.35,1308.7,21.66,6.57,146.8,6.3,10.280000000000001,9.31,0.97,0.9199999999999999,NW        
2767,1.0,0.0,33.0,I; Ap,1.869433962,10YR 4/3,2,2.65,C0,h2,Wf3,2.4,9.9,7.5,49.7,15.5,2.4,19.8,67.7,12.5,Ut3,1.46,1.48,2865.4,21.57,6.92,70.3,6.58,10.34,9.559999999999999,0.78,0.8799999999999999,NW        
2767,2.0,33.0,50.0,I; Bt,0.341886792,10YR 4/6,1,2.65,C0,h1,Wf1,2.3,15.0,14.7,36.4,11.1,2.0,32.0,49.5,18.5,Ls2,1.65,1.65,3288.7,17.53,7.08,37.8,6.55,3.05,2.8899999999999997,0.16,0.44999999999999996,NW        
2767,3.0,50.0,201.0,II; ilCv,0.018867925,10YR 5/6,0,2.65,C0,h0,Wf0,2.7,22.1,21.0,33.4,4.7,1.5,45.7,39.7,14.6,Sl4,1.67,1.67,3339.4,13.79,7.22,26.3,6.62,1.58,1.58,0.0,0.31,NW        
2767,4.0,33.0,55.0,Unknown,0.156981132,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,3.1,44.4,28.8,11.8,2.0,0.8,76.4,14.6,9.0,Sl3,1.62,1.63,4852.4,12.26,7.31,27.9,6.72,0.9199999999999999,0.9199999999999999,0.0,0.22999999999999998,NW        
2770,5.0,115.0,195.0,II; rGo-ilCv,1.206792453,7.5YR 5/3,2,2.65,C0,h0,Unknown,3.9,36.9,23.5,8.8,7.4,5.9,64.3,22.1,13.6,Sl4,1.39,1.41,1373.2,23.38,6.63,61.2,6.24,18.81,18.28,0.53,1.6900000000000002,NW        
2770,1.0,0.0,14.0,I; Ap1,0.871698113,10YR 2/1,3,2.65,C0,h3,Wf2,4.4,36.6,23.5,8.9,6.7,6.0,64.6,21.6,13.8,Sl4,1.49,1.5,2954.0,21.61,6.62,56.8,6.26,19.04,18.37,0.67,1.58,NW        
2770,2.0,14.0,37.0,I; Ap2,2.056603774,10YR 2/1,4,2.65,C0,h3,Unknown,4.7,37.4,23.4,8.4,7.1,5.6,65.5,21.0,13.5,Sl4,1.53,1.55,1049.0,19.81,6.47,65.9,6.11,19.07,19.07,0.0,1.6600000000000001,NW        
2770,3.0,37.0,66.0,II; ilCv-Bv1,4.04754717,10YR 6/3,4,2.65,C0,h2,Unknown,5.3,42.8,24.4,6.2,4.4,4.4,72.5,15.0,12.5,Sl4,1.69,1.73,2108.1,11.8,6.54,58.6,6.15,5.2,5.2,0.0,0.64,NW        
2770,4.0,66.0,115.0,II; ilCv-Bv2,5.208301887,10YR 6/3,2,2.65,C0,h1,Unknown,23.1,62.0,8.2,1.6,0.2,0.1,93.3,1.9,4.8,mSgs,1.6,1.66,3033.3,12.32,6.56,40.2,6.19,1.22,1.22,0.0,0.29000000000000004,NW        
2770,5.0,115.0,195.0,II; rGo-ilCv,0.11245283,7.5YR 5/3,2,2.65,C0,h0,Unknown,3.6,84.7,7.3,0.4,0.5,0.0,95.5,0.9,3.6,mS,1.49,1.49,4465.0,11.48,6.53,41.1,6.18,0.8599999999999999,0.8599999999999999,0.0,0.21999999999999997,NW        
2773,6.0,33.0,55.0,Unknown,0.338113208,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.5,0.5,1.4,55.4,23.7,4.6,2.4,83.6,14.0,Ut3,1.33,1.34,1323.5,14.93,6.09,53.0,5.53,13.48,13.48,0.0,1.27,NW        
2773,7.0,33.0,55.0,Unknown,0.04754717,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.4,0.5,1.3,55.7,23.6,4.3,2.3,83.6,14.1,Ut3,1.29,1.29,2577.1,15.39,5.82,63.3,5.42,13.33,13.33,0.0,1.25,NW        
2773,1.0,0.0,36.0,I; Ap,0.018867925,10YR 4/3,1,2.65,C0,h2,Wf2,0.2,0.4,1.3,56.3,21.2,5.2,2.0,82.6,15.4,Ut3,1.44,1.44,2879.5,13.66,6.07,26.2,5.54,3.5999999999999996,3.5999999999999996,0.0,0.5,NW        
2773,2.0,36.0,54.0,I; Al,0.0,10YR 4/4,1,2.65,C0,h1,Wf1,0.2,0.4,1.5,53.8,22.3,4.5,2.1,80.6,17.3,Ut4,1.47,1.47,2940.0,17.47,6.06,28.5,5.53,2.04,2.04,0.0,0.39,NW        
2773,3.0,54.0,115.0,I; Bt,0.0,10YR 4/6,1,2.65,C0,h0,Wf1,0.1,0.2,1.5,53.6,21.0,3.5,1.8,78.1,20.1,Ut4,1.53,1.53,4590.0,21.25,5.97,51.6,5.51,1.55,1.55,0.0,0.32,NW        
2776,4.0,40.0,54.0,I; sSw-Bv,1.250566038,10YR 5/4,5,2.65,C0,h1,Wf2,1.5,1.4,2.5,43.8,26.0,6.9,5.4,76.7,17.9,Ut4,0.84,0.86,827.2,63.26,5.48,138.7,4.99,50.03999999999999,50.03999999999999,0.0,4.67,NW        
2776,5.0,54.0,125.0,II; sSd-Cj,6.660377358,10YR 4/6,10,2.65,C0,h0,Wf1,2.8,1.3,2.3,43.8,25.0,7.6,6.4,76.3,17.3,Ut4,0.99,1.06,923.8,38.34,5.42,86.5,5.0,37.5,37.5,0.0,3.67,NW        
2776,6.0,33.0,55.0,Unknown,12.14359193,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,3.1,1.3,2.2,43.4,24.8,7.3,6.6,75.5,17.9,Ut4,1.02,1.48,896.1,26.18,5.51,35.5,5.04,17.66,17.66,0.0,1.79,NW        
2776,1.0,0.0,20.0,I; Ah,7.945660377,10YR 3/3,4,2.65,C0,h3,Wf6,2.9,1.0,1.4,49.9,24.9,6.5,5.3,81.3,13.4,Ut3,1.18,1.27,1086.2,27.93,5.5,23.7,4.97,11.77,11.77,0.0,1.28,NW        
2776,2.0,20.0,30.0,I; Ah+Bv,8.863396226,10YR 4/4,10,2.65,C0,h2,Wf4,2.2,1.1,1.8,45.2,26.1,7.1,5.1,78.4,16.5,Ut3,1.35,1.42,1230.3,26.21,5.54,18.2,4.94,5.97,5.97,0.0,0.72,NW        
2776,3.0,30.0,40.0,I; Bv,10.37439846,10YR 4/4,5,2.65,C0,h1,Wf4,6.2,1.3,1.1,46.9,22.4,5.8,8.7,75.1,16.2,Ut3,1.56,1.48,2796.3,20.22,5.56,15.8,4.94,1.77,1.77,0.0,0.37,NW        
2776,1.0,0.0,20.0,I; Ah,10.36220809,10YR 3/3,4,2.65,C0,h3,Wf6,7.1,2.0,1.6,45.1,21.3,5.3,10.7,71.7,17.6,Ut4,1.53,1.48,4114.4,19.51,5.55,16.5,4.99,1.06,1.06,0.0,0.28,NW        
2777,2.0,12.0,23.0,I; Bv,6.885144115,10YR 4/3,45,2.65,C0,h2,Wf5,7.5,5.1,5.3,26.9,22.2,11.0,17.9,60.0,22.1,Lu,0.84,1.48,782.2,61.31,6.21,142.5,5.44,58.91,58.91,0.0,5.6899999999999995,NW        
